gestion,semestre,carrera,carrera_codigo,modalidad_ingreso,orden_postulacion,turno_estudio,formacion_previa,genero,edad_ingreso,estado_civil,estudiante_internacional,beneficiario_beca,pagos_al_dia,deudor,desplazado,nee,situacion_laboral_estudiante,apoyo_financiero_tipo,materias_inscritas_1sem,evaluaciones_1sem,materias_aprobadas_1sem,promedio_1sem,materias_inscritas_2sem,evaluaciones_2sem,materias_aprobadas_2sem,promedio_2sem,reprobaciones_total,asistencia_pct,tutorias_recibidas,orientacion_academica,tasa_desempleo,tasa_inflacion,pib,estado_academico,target_desercion,avance_curricular_pct,n_retiros,materias_criticas_reprobadas,nota_prom_materias_criticas,alertas_academicas,uso_tutorias
2023,2,Ing. Financiera y de Riesgos,4,12,1,1,9,0,43,4,0,0,1,0,0,0,1,ninguno,18,19,18,14.63157894736842,13,14,13,14.23076923076923,0,100.0,3,1,15.5,2.8,-4.06,Activo,0,25.0,0,0.0,13.65410586814817,0,1
2023,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,9,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,83.9,1,1,11.1,0.6,2.02,Abandono,1,37.5,1,2.0,0.0,1,1
2024,4,Ing. Comercial,1,16,1,1,1,0,20,1,0,0,1,1,0,0,0,ninguno,10,12,10,13.0,11,11,11,12.272727272727272,0,100.0,1,1,11.1,0.6,2.02,Activo,0,50.0,0,0.0,11.868007624560038,0,1
2025,3,Ing. Comercio Internacional,2,1,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,77.0,0,0,16.2,0.3,-0.92,Abandono,1,37.5,0,3.0,0.0,1,0
2025,1,Lic. en Administración de Empresas,3,1,1,1,1,0,20,1,0,0,1,0,1,0,1,ninguno,6,15,4,14.2,6,17,4,13.25,2,89.3,0,0,15.5,2.8,-4.06,Abandono,1,12.5,0,1.0,12.848838729695183,1,0
2025,7,Ing. Financiera y de Riesgos,4,1,5,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,7,9,6,13.266666666666666,7,10,5,12.3,1,84.4,0,0,12.4,0.5,1.79,Abandono,1,87.5,2,0.0,12.453952424962878,0,0
2024,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,7,12,6,11.666666666666666,7,10,3,13.0,1,75.2,2,1,16.2,0.3,-0.92,Activo,0,37.5,0,0.0,11.703575337840173,0,1
2025,8,Ing. Comercial,1,1,1,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,8,6,13.857142857142858,6,6,6,15.0,0,95.3,1,1,13.9,-0.3,0.79,Activo,0,100.0,0,0.0,13.850004289230496,0,1
2025,3,Ing. Comercio Internacional,2,8,2,1,1,0,18,1,0,1,1,0,1,0,0,beca,5,9,3,13.0,5,11,3,11.0,2,62.4,0,0,8.9,1.4,3.51,Activo,0,37.5,0,1.0,11.482896945236439,1,0
2024,4,Lic. en Administración de Empresas,3,1,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,5,6,5,13.4,5,5,5,12.8,0,71.7,1,1,10.8,1.4,1.74,Activo,0,50.0,0,0.0,12.484064292392134,0,1
2023,6,Ing. Financiera y de Riesgos,4,1,3,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,6,6,12.666666666666666,6,7,6,12.571428571428571,0,77.8,0,0,10.8,1.4,1.74,Activo,0,75.0,0,0.0,12.050111689599435,0,0
2025,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,7,7,6,12.516666666666666,7,7,6,12.516666666666666,1,70.5,1,1,7.6,2.6,0.32,Abandono,1,75.0,0,0.0,11.9140329367516,0,1
2025,2,Ing. Comercial,1,14,1,1,1,0,20,1,0,0,1,0,0,0,0,ninguno,7,11,6,11.616666666666667,7,7,7,13.0,1,76.3,0,0,13.9,-0.3,0.79,Activo,0,25.0,0,0.0,11.322850027407284,0,0
2023,6,Ing. Comercio Internacional,2,8,1,1,1,0,20,1,0,1,1,0,1,0,0,credito,6,13,2,10.0,6,12,4,10.75,4,87.2,0,0,7.6,2.6,0.32,Activo,0,75.0,0,2.0,10.012956917675293,1,0
2025,2,Lic. en Administración de Empresas,3,8,1,1,1,0,20,1,0,0,1,0,0,0,0,ninguno,5,11,3,10.333333333333334,5,10,3,10.666666666666666,2,75.1,0,0,12.4,0.5,1.79,Activo,0,25.0,1,1.0,9.554438391112889,1,0
2025,1,Ing. Financiera y de Riesgos,4,1,2,1,1,0,18,1,0,0,1,0,0,0,1,ninguno,5,12,5,13.142857142857142,5,6,5,11.4,0,85.8,0,0,9.4,-0.8,-3.12,Activo,0,12.5,0,0.0,11.635262871998854,0,0
2024,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,0,1,0,0,0,1,ninguno,5,5,5,12.6,5,5,5,14.0,0,96.8,2,1,11.1,0.6,2.02,Activo,0,50.0,0,0.0,12.563380428150321,0,1
2024,4,Ing. Comercial,1,8,1,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,6,12,3,11.0,6,12,2,11.0,3,64.8,2,1,9.4,-0.8,-3.12,Abandono,1,50.0,1,2.0,10.118871923367614,1,1
2024,1,Ing. Comercio Internacional,2,1,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,5,8,5,10.8,5,9,4,11.25,0,72.7,1,1,16.2,0.3,-0.92,Activo,0,12.5,0,0.0,10.47267587959552,0,1
2025,4,Lic. en Administración de Empresas,3,1,1,1,1,0,19,1,0,0,1,0,0,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,100.0,0,0,10.8,1.4,1.74,Abandono,1,50.0,1,0.0,0.0,0,0
2025,6,Ing. Financiera y de Riesgos,4,1,1,1,1,0,19,1,0,1,1,0,0,0,0,beca,5,5,5,12.8,5,5,5,14.2,0,78.1,1,1,9.4,-0.8,-3.12,Activo,0,75.0,0,0.0,12.9133370638049,0,1
2025,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,15,6,14.166666666666666,6,13,6,12.2,0,81.1,0,0,15.5,2.8,-4.06,Activo,0,25.0,0,0.0,12.621021617558302,0,0
2025,5,Ing. Comercial,1,8,6,1,1,0,19,1,0,0,1,0,1,0,1,ninguno,7,12,5,12.1,7,0,0,0.0,2,84.1,1,1,13.9,-0.3,0.79,Abandono,1,62.5,0,0.0,5.102129474847174,1,1
2025,1,Ing. Comercio Internacional,2,15,1,1,14,0,20,1,0,0,1,0,1,0,0,ninguno,6,7,6,14.166666666666666,6,17,5,13.77777777777778,0,83.7,2,1,12.4,0.5,1.79,Activo,0,12.5,0,0.0,13.091971298387115,0,1
2023,4,Lic. en Administración de Empresas,3,1,1,1,1,0,18,1,0,1,1,0,1,0,1,mixto,6,8,5,12.8,6,7,5,13.4,1,87.0,0,0,9.4,-0.8,-3.12,Activo,0,50.0,0,0.0,12.723700007095918,0,0
2023,2,Ing. Financiera y de Riesgos,4,8,3,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,7,6,13.0,6,6,6,13.666666666666666,0,91.8,2,1,12.4,0.5,1.79,Activo,0,25.0,0,0.0,12.957646986599364,0,1
2025,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,6,1,1,0,19,1,0,0,1,0,1,0,1,ninguno,7,7,7,13.467142857142855,8,9,8,15.011111111111113,0,73.1,0,0,12.4,0.5,1.79,Activo,0,37.5,1,0.0,13.63961832372989,0,0
2023,6,Ing. Comercial,1,1,3,1,1,0,18,1,0,1,1,0,1,0,0,credito,7,9,7,13.2375,8,9,7,13.742857142857144,0,82.1,0,0,13.9,-0.3,0.79,Abandono,1,75.0,0,0.0,13.121118407715606,0,0
2023,4,Ing. Comercio Internacional,2,8,2,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,6,6,12.333333333333334,6,6,6,13.0,0,72.1,0,0,7.6,2.6,0.32,Activo,0,50.0,0,0.0,11.933301499976885,0,0
2023,5,Lic. en Administración de Empresas,3,1,4,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,5,7,5,12.4,5,5,5,14.6,0,91.6,1,1,8.9,1.4,3.51,Activo,0,62.5,0,0.0,13.099415874916787,0,1
2025,7,Ing. Financiera y de Riesgos,4,8,6,1,1,0,19,1,0,0,1,0,1,0,1,ninguno,7,8,5,14.0,7,7,0,0.0,2,71.2,1,1,13.9,-0.3,0.79,Abandono,1,87.5,0,1.0,6.3343387152232395,1,1
2023,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,14,1,1,1,0,20,1,0,0,1,0,0,0,0,ninguno,9,15,9,11.666666666666666,7,8,7,11.714285714285714,0,80.1,0,0,7.6,2.6,0.32,Activo,0,25.0,0,0.0,11.385422227573587,0,0
2025,8,Ing. Comercial,1,1,1,1,1,0,19,1,0,1,0,1,0,0,0,beca,6,7,5,12.0,6,9,4,12.5,1,73.4,1,1,12.4,0.5,1.79,Abandono,1,100.0,0,1.0,11.728382556111148,0,1
2023,1,Ing. Comercio Internacional,2,8,1,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,5,7,4,12.2,5,5,4,11.5,1,80.3,1,1,7.6,2.6,0.32,Activo,0,12.5,0,0.0,11.07596649342914,0,1
2024,7,Lic. en Administración de Empresas,3,1,1,1,1,0,18,1,0,1,1,1,0,0,1,beca,6,6,6,14.833333333333334,6,6,6,14.833333333333334,0,97.1,0,0,8.9,1.4,3.51,Activo,0,87.5,0,0.0,14.194506075173841,0,0
2025,3,Ing. Financiera y de Riesgos,4,1,2,1,1,0,20,1,0,1,1,0,0,0,0,credito,7,9,5,13.188,8,9,7,12.892857142857142,2,56.3,0,0,11.1,0.6,2.02,Activo,0,37.5,0,1.0,12.05563993122928,1,0
2025,7,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,9,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,7,8,7,17.125,8,8,8,17.5875,0,83.9,2,1,13.9,-0.3,0.79,Activo,0,87.5,0,0.0,16.44437734275365,0,1
2023,1,Ing. Comercial,1,1,5,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,7,7,6,12.666666666666666,7,7,6,12.666666666666666,1,68.6,0,0,7.6,2.6,0.32,Activo,0,12.5,0,1.0,12.11531712133646,0,0
2024,2,Ing. Comercio Internacional,2,1,6,1,1,0,19,1,0,1,1,0,1,0,0,credito,6,8,6,12.666666666666666,6,10,5,12.0,0,87.9,1,1,12.4,0.5,1.79,Activo,0,25.0,1,0.0,12.00149275430274,0,1
2024,5,Lic. en Administración de Empresas,3,16,1,1,1,0,22,1,0,0,0,1,1,0,0,ninguno,5,8,0,0.0,5,7,0,0.0,5,76.3,0,0,8.9,1.4,3.51,Activo,0,62.5,0,2.0,0.0,1,0
2023,2,Ing. Financiera y de Riesgos,4,1,3,1,1,0,19,1,0,1,1,0,1,0,1,beca,6,7,6,11.333333333333334,6,6,6,11.5,0,90.1,1,1,12.4,0.5,1.79,Activo,0,25.0,0,0.0,10.478802649446397,0,1
2025,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,3,1,1,0,19,1,0,1,1,0,1,0,0,beca,7,10,7,13.605,8,11,8,12.33125,0,86.9,1,1,15.5,2.8,-4.06,Activo,0,100.0,2,0.0,12.093685824606675,0,1
2024,1,Ing. Comercial,1,8,5,1,1,0,19,1,0,1,1,0,1,0,0,mixto,6,10,5,12.0,6,9,5,10.8,1,82.5,0,0,9.4,-0.8,-3.12,Activo,0,12.5,0,0.0,11.010435041356166,0,0
2024,1,Ing. Comercio Internacional,2,1,4,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,5,10,0,0.0,5,10,0,0.0,5,94.4,2,1,7.6,2.6,0.32,Abandono,1,12.5,1,2.0,0.0,1,1
2024,3,Lic. en Administración de Empresas,3,8,1,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,6,8,5,11.2,6,12,3,11.666666666666666,1,91.2,0,0,7.6,2.6,0.32,Abandono,1,37.5,0,0.0,10.952324378246391,0,0
2023,2,Ing. Financiera y de Riesgos,4,1,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,5,10,5,13.375,5,9,5,14.166666666666666,0,100.0,0,0,13.9,-0.3,0.79,Activo,0,25.0,0,0.0,12.963889894367473,0,0
2023,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,20,1,0,1,1,0,0,0,0,credito,7,8,6,13.863333333333337,8,9,7,14.178571428571429,1,55.4,1,1,11.1,0.6,2.02,Activo,0,25.0,0,0.0,13.08532796751738,1,1
2025,4,Ing. Comercial,1,1,1,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,0,0,0,0.0,0,0,0,0.0,0,90.9,0,0,9.4,-0.8,-3.12,Activo,0,50.0,2,0.0,0.0,0,0
2025,6,Ing. Comercio Internacional,2,1,1,1,1,0,19,1,0,0,1,0,0,0,0,ninguno,5,6,5,12.4,5,6,5,13.4,0,81.4,0,0,7.6,2.6,0.32,Activo,0,75.0,0,0.0,11.964219011726055,0,0
2024,5,Lic. en Administración de Empresas,3,8,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,11,3,12.333333333333334,6,10,5,10.833333333333334,3,79.1,0,0,9.4,-0.8,-3.12,Activo,0,62.5,0,1.0,11.066696227896927,1,0
2025,5,Ing. Financiera y de Riesgos,4,1,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,7,6,13.333333333333334,6,8,5,11.8,0,64.5,3,1,7.6,2.6,0.32,Activo,0,62.5,0,0.0,11.583177410997827,1,1
2025,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,14,1,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,6,10,3,12.666666666666666,6,12,3,10.0,3,90.8,1,1,9.4,-0.8,-3.12,Abandono,1,25.0,2,2.0,10.836451319067,1,1
2025,2,Ing. Comercial,1,1,1,1,1,0,19,1,0,0,1,0,0,0,1,ninguno,6,8,6,12.0,6,10,4,11.5,0,71.9,2,1,7.6,2.6,0.32,Abandono,1,25.0,0,0.0,10.782594922669515,0,1
2024,5,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,1,1,0,0,0,0,beca,5,5,5,10.6,5,5,5,11.8,0,78.1,0,0,12.4,0.5,1.79,Activo,0,62.5,0,0.0,10.862518744375127,0,0
2024,1,Lic. en Administración de Empresas,3,8,2,1,1,0,18,1,0,1,1,0,1,0,0,credito,6,8,6,12.25,6,7,6,11.857142857142858,0,85.0,2,1,12.7,3.7,-1.7,Activo,0,12.5,0,0.0,11.257081020402559,0,1
2023,1,Ing. Financiera y de Riesgos,4,1,3,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,6,10,4,11.0,6,9,6,11.833333333333334,2,79.7,0,0,9.4,-0.8,-3.12,Activo,0,12.5,1,1.0,10.744188872980764,1,0
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,0,1,0,24,1,0,1,1,0,0,0,1,beca,6,11,5,11.0,6,9,5,12.6,1,100.0,1,1,11.1,0.6,2.02,Activo,0,12.5,0,0.0,11.16548604601409,0,1
2024,8,Ing. Comercial,1,1,1,1,1,0,19,1,0,0,1,0,0,0,0,ninguno,6,6,6,13.166666666666666,6,9,6,13.0,0,88.1,0,0,10.8,1.4,1.74,Abandono,1,100.0,0,0.0,12.626887313354244,0,0
2025,1,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,1,1,0,1,0,0,beca,7,9,7,12.855555555555554,8,12,7,12.761111111111113,0,75.6,0,0,15.5,2.8,-4.06,Activo,0,12.5,0,0.0,12.014416280489788,0,0
2024,1,Lic. en Administración de Empresas,3,1,2,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,7,8,7,14.91875,8,8,8,15.355,0,83.0,1,1,15.5,2.8,-4.06,Activo,0,12.5,0,0.0,14.703308355987584,0,1
2025,1,Ing. Financiera y de Riesgos,4,8,5,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,6,13,4,11.5,6,10,3,11.0,2,89.4,0,0,10.8,1.4,1.74,Abandono,1,12.5,0,1.0,10.563010742810663,1,0
2025,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,0,19,1,0,0,1,0,0,0,0,ninguno,5,5,5,14.2,5,5,5,14.2,0,98.8,0,0,7.6,2.6,0.32,Activo,0,37.5,0,0.0,13.722728245871824,0,0
2024,6,Ing. Comercial,1,8,1,1,1,0,19,1,0,1,1,0,0,0,0,beca,6,6,6,12.5,6,7,6,13.0,0,81.0,0,0,15.5,2.8,-4.06,Activo,0,75.0,0,0.0,11.78106503415305,0,0
2025,1,Ing. Comercio Internacional,2,12,1,1,1,0,47,3,0,0,1,1,0,0,0,ninguno,1,1,0,0.0,6,0,0,0.0,1,96.9,1,1,8.9,1.4,3.51,Activo,0,12.5,0,0.0,0.0,0,1
2024,1,Lic. en Administración de Empresas,3,8,3,1,1,0,19,1,0,0,1,0,0,0,1,ninguno,6,10,5,11.666666666666666,6,12,4,11.0,1,89.4,1,1,13.9,-0.3,0.79,Activo,0,12.5,0,0.0,10.893523537255467,0,1
2023,5,Ing. Financiera y de Riesgos,4,12,1,1,3,0,29,1,0,0,1,0,0,0,0,ninguno,8,8,7,14.257142857142856,8,8,7,14.257142857142856,1,60.0,0,0,12.7,3.7,-1.7,Activo,0,62.5,0,0.0,13.787525432671643,1,0
2023,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,14,1,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,6,13,3,12.0,6,12,2,11.333333333333334,3,66.4,0,0,16.2,0.3,-0.92,Abandono,1,62.5,0,1.0,11.076819188629196,1,0
2023,6,Ing. Comercial,1,12,1,1,1,0,28,1,0,0,1,0,1,0,0,ninguno,5,13,4,11.25,5,11,4,10.5,1,82.3,2,1,12.7,3.7,-1.7,Activo,0,75.0,0,0.0,10.412088830690962,0,1
2025,3,Ing. Comercio Internacional,2,8,2,1,1,0,20,1,0,0,1,0,0,0,1,ninguno,7,8,7,12.457142857142856,8,8,8,13.5625,0,83.0,0,0,15.5,2.8,-4.06,Activo,0,37.5,1,0.0,12.365877065383279,0,0
2025,6,Lic. en Administración de Empresas,3,8,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,7,7,6,11.683333333333332,7,7,6,11.683333333333332,1,95.7,1,1,7.6,2.6,0.32,Activo,0,75.0,1,0.0,10.772607467052355,0,1
2025,1,Ing. Financiera y de Riesgos,4,13,1,0,1,0,26,1,0,0,1,0,0,0,1,ninguno,6,10,3,11.666666666666666,6,8,5,12.0,3,74.4,0,0,9.4,-0.8,-3.12,Activo,0,12.5,0,1.0,11.034888938346914,1,0
2024,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,0,20,1,0,0,0,1,1,0,0,ninguno,6,8,4,11.75,6,6,6,13.166666666666666,2,78.7,0,0,11.1,0.6,2.02,Abandono,1,62.5,0,1.0,11.752359946958755,1,0
2025,2,Ing. Comercial,1,1,1,1,1,0,18,1,0,1,1,0,1,0,0,mixto,5,6,3,11.666666666666666,5,6,4,13.5,2,86.7,2,1,7.6,2.6,0.32,Activo,0,25.0,0,1.0,12.221031108745457,1,1
2023,5,Ing. Comercio Internacional,2,12,1,1,1,0,27,1,0,0,1,0,0,0,0,ninguno,6,9,5,13.2,6,10,5,12.0,1,81.7,0,0,7.6,2.6,0.32,Activo,0,62.5,0,0.0,11.814205524127507,0,0
2023,8,Lic. en Administración de Empresas,3,1,2,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,7,8,4,11.95,7,8,4,11.95,3,77.3,0,0,7.6,2.6,0.32,Abandono,1,100.0,0,1.0,11.533510000982341,1,0
2023,1,Ing. Financiera y de Riesgos,4,1,5,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,8,5,12.4,6,12,5,10.4,1,69.8,0,0,9.4,-0.8,-3.12,Abandono,1,12.5,1,1.0,10.549542829826812,0,0
2023,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,4,1,1,3,0,33,1,0,0,1,0,0,0,0,ninguno,7,8,6,14.35,8,10,6,14.583333333333334,1,68.3,0,0,16.2,0.3,-0.92,Abandono,1,50.0,1,0.0,13.99162693570956,0,0
2025,7,Ing. Comercial,1,14,1,1,1,0,35,1,0,0,1,0,1,0,0,ninguno,21,21,21,12.61904761904762,19,19,19,12.789473684210526,0,81.1,2,1,12.4,0.5,1.79,Activo,0,87.5,1,0.0,12.112326541804443,0,1
2024,1,Ing. Comercio Internacional,2,15,1,0,14,0,26,1,0,1,1,0,0,0,1,mixto,6,7,6,12.666666666666666,6,7,6,13.166666666666666,0,85.3,1,1,9.4,-0.8,-3.12,Activo,0,12.5,0,0.0,12.371337525044117,0,1
2025,3,Lic. en Administración de Empresas,3,12,1,1,12,0,27,1,0,0,0,1,0,0,1,ninguno,6,6,5,12.0,6,6,0,0.0,1,77.6,3,1,11.1,0.6,2.02,Abandono,1,37.5,0,0.0,5.098830259727601,0,1
2025,5,Ing. Financiera y de Riesgos,4,9,3,1,1,0,19,1,0,0,0,0,1,0,0,ninguno,6,6,6,12.166666666666666,6,6,0,0.0,0,78.8,0,0,15.5,2.8,-4.06,Abandono,1,62.5,0,0.0,5.694752212233947,0,0
2025,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,0,20,1,0,0,1,0,0,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,75.1,0,0,11.1,0.6,2.02,Abandono,1,62.5,0,3.0,0.0,1,0
2024,1,Ing. Comercial,1,9,2,1,1,0,20,1,0,0,0,1,1,0,0,ninguno,5,9,3,10.0,5,9,3,10.571428571428571,2,71.3,1,1,10.8,1.4,1.74,Abandono,1,12.5,0,1.0,9.88627115910414,1,1
2025,3,Ing. Comercio Internacional,2,14,1,1,1,0,21,1,0,0,0,1,0,0,0,ninguno,10,18,8,11.5,6,12,4,10.0,2,76.5,1,1,9.4,-0.8,-3.12,Activo,0,37.5,0,1.0,9.95664291470747,1,1
2025,1,Lic. en Administración de Empresas,3,8,3,1,1,0,18,1,0,1,1,0,1,0,0,mixto,7,7,6,13.05,7,7,6,13.05,1,59.6,1,1,7.6,2.6,0.32,Activo,0,12.5,0,0.0,12.116445310543863,1,1
2024,5,Ing. Financiera y de Riesgos,4,12,1,1,1,0,24,1,0,0,1,0,1,0,0,ninguno,6,10,2,11.0,6,6,0,0.0,4,88.1,1,1,8.9,1.4,3.51,Abandono,1,62.5,0,2.0,4.895774642292922,1,1
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,4,1,1,0,20,1,0,0,1,0,1,0,1,ninguno,6,7,6,11.5,6,6,6,12.0,0,54.3,0,0,16.2,0.3,-0.92,Activo,0,12.5,3,0.0,11.108335417814517,1,0
2023,8,Ing. Comercial,1,1,1,1,1,0,21,1,0,1,1,0,0,0,1,credito,6,7,6,12.0,6,6,6,12.5,0,69.8,3,1,13.9,-0.3,0.79,Activo,0,100.0,0,0.0,11.300804014462067,0,1
2023,1,Ing. Comercio Internacional,2,1,1,0,1,0,23,1,0,0,1,0,0,0,1,ninguno,6,13,2,10.0,5,12,1,10.0,4,86.3,0,0,9.4,-0.8,-3.12,Activo,0,12.5,1,1.0,9.33530602794545,1,0
2023,3,Lic. en Administración de Empresas,3,12,1,1,1,0,24,1,0,0,1,0,1,0,0,ninguno,5,5,0,0.0,5,5,0,0.0,5,90.9,1,1,7.6,2.6,0.32,Abandono,1,37.5,3,2.0,0.0,1,1
2024,3,Ing. Financiera y de Riesgos,4,16,1,1,1,0,21,1,0,0,1,0,0,0,1,ninguno,6,0,0,0.0,6,0,0,0.0,6,86.7,2,1,12.4,0.5,1.79,Abandono,1,37.5,0,3.0,0.0,1,1
2024,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,4,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,8,8,7,12.242857142857144,8,8,7,12.242857142857144,1,89.1,0,0,12.7,3.7,-1.7,Activo,0,62.5,1,0.0,11.460396327403078,0,0
2025,3,Ing. Comercial,1,12,1,0,15,0,27,1,0,0,1,0,1,0,1,ninguno,5,0,0,0.0,5,0,0,0.0,5,49.3,2,1,8.9,1.4,3.51,Abandono,1,37.5,0,2.0,0.0,1,1
2023,4,Ing. Comercio Internacional,2,9,6,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,8,8,8,12.93375,8,8,8,12.93375,0,84.3,0,0,9.4,-0.8,-3.12,Activo,0,50.0,0,0.0,12.05897263058094,0,0
2025,2,Lic. en Administración de Empresas,3,4,1,1,3,0,35,1,0,0,1,0,0,0,0,ninguno,5,0,0,0.0,5,0,0,0.0,5,64.3,2,1,13.9,-0.3,0.79,Abandono,1,25.0,1,1.0,0.0,1,1
2024,8,Ing. Financiera y de Riesgos,4,1,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,7,9,7,12.571428571428571,7,8,7,14.428571428571429,0,81.4,2,1,11.1,0.6,2.02,Activo,0,100.0,0,0.0,13.14935604307176,0,1
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,1,0,35,1,0,0,1,0,0,0,0,ninguno,3,4,3,11.816666666666668,3,3,3,11.333333333333334,0,81.1,1,1,11.1,0.6,2.02,Activo,0,12.5,0,0.0,10.724672131561253,0,1
2024,4,Ing. Comercial,1,1,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,5,9,4,13.75,5,13,4,14.333333333333334,1,100.0,0,0,10.8,1.4,1.74,Activo,0,50.0,0,1.0,13.477801686486277,0,0
2024,2,Ing. Comercio Internacional,2,1,4,1,1,0,20,1,0,0,1,0,1,0,1,ninguno,6,8,6,11.166666666666666,6,6,6,11.333333333333334,0,88.8,0,0,7.6,2.6,0.32,Activo,0,25.0,1,0.0,10.879742753433462,0,0
2024,6,Lic. en Administración de Empresas,3,1,4,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,8,8,7,12.324285714285711,8,8,7,12.324285714285711,1,81.5,1,1,10.8,1.4,1.74,Activo,0,75.0,0,0.0,11.580640386605436,0,1
2024,2,Ing. Financiera y de Riesgos,4,15,1,1,14,0,21,1,0,0,1,1,0,0,0,ninguno,6,6,6,12.166666666666666,6,7,6,11.714285714285714,0,64.1,0,0,13.9,-0.3,0.79,Activo,0,25.0,1,0.0,11.02438424307264,1,0
2023,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,0,18,1,0,1,1,0,0,0,0,beca,6,11,5,11.142857142857142,6,11,4,11.25,1,73.7,0,0,16.2,0.3,-0.92,Activo,0,12.5,0,0.0,10.27500111483878,0,0
2025,3,Ing. Comercial,1,1,1,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,9,4,11.0,6,9,4,10.75,2,78.3,2,1,7.6,2.6,0.32,Activo,0,37.5,0,1.0,9.904635567633719,1,1
2025,3,Ing. Comercio Internacional,2,1,2,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,8,8,7,12.914285714285713,8,8,7,12.914285714285713,1,78.3,0,0,12.7,3.7,-1.7,Activo,0,37.5,0,0.0,12.006891892449032,0,0
2025,5,Lic. en Administración de Empresas,3,1,4,1,1,0,18,1,0,1,1,0,1,0,1,beca,6,6,6,13.833333333333334,6,6,6,14.166666666666666,0,78.6,1,1,16.2,0.3,-0.92,Activo,0,62.5,0,0.0,13.698501356458168,0,1
